Title,Price,Link,Description,Main image
Bronwen Grieves Sculpture BG 497,4.3,https://yonobi.com//collections/all-products/products/copy-of-sculpture-bg-274,"Sculpture handmade by Bronwen Grieves - a ceramic artist based in Nottingham, UK.Bronwen hand-build her work in her home studio. Her strongest influences are around structure, texture, and contrast. She is influenced by structures in the built and natural environment equally. Her head is just as likely to be turned by towering cliffs, the texture of a rock, an expansive bridge, viaduct, or towering crane. Bronwen uses gritty clays which are strong to help her to hand-build objects which are fragile. She is deliberate in building objects on teetering legs with thin textured walls. She is always looking for the edge. Bronwen uses texture as her principal form of decoration, alongside pale slips and glazes. The sculptures are all one of a kind.Measurements:H 22 x W 20 x Ø 20 cmMaterials:White stoneware, glazesShare",//yonobi.com/cdn/shop/files/BronweGrieves_Yonobi-2.jpg?v=1697331800
YONOBI classes - Aarhus One-day Evening Pottery Class - Aarhus,675,https://yonobi.com//collections/all-products/products/one-day-evening-pottery-class-aarhus,"Location: Graven 24b, 8000 aarhusLength: 4 hoursIncluded: All materials (unlimited clay and decoration slips) and firing of up to 2 items. Tea & coffee.Language: Danish, EnglishLevel: BeginnerStep into our one-day workshop and immerse yourself in the art of wheel-throwing. Discover the fascinating journey from soft clay to finished ceramics as you explore various techniques, including centering, pottery wheel throwing, and trimming.Whether you're a complete beginner or have some experience, this workshop is designed for everyone. After the workshop, your creations will undergo firing and glazing, transforming them into unique pieces ready to adorn your home. Join us for a day of creativity and hands-on learning – your journey into pottery awaits! Share",//yonobi.com/cdn/shop/files/4d16417e-112a-4dfd-8992-a05282b6ccf9-yonobi_016_2e0777f4-e39d-4682-b76f-4d84371cf5f1.jpg?v=1718050683
YONOBI classes - Aarhus ONE-DAY DAY POTTERY CLASS - AARHUS,600,https://yonobi.com//collections/all-products/products/one-day-day-pottery-class-aarhus,"Location: Graven 24b, 8000 aarhusLength: 4 hoursIncluded: All materials (unlimited clay and decoration slips) and firing of up to 2 items. Tea & coffee.Language: Danish, EnglishLevel: BeginnerStep into our one-day workshop and immerse yourself in the art of wheel-throwing. Discover the fascinating journey from soft clay to finished ceramics as you explore various techniques, including centering, pottery wheel throwing, and trimming.Whether you're a complete beginner or have some experience, this workshop is designed for everyone. After the workshop, your creations will undergo firing and glazing, transforming them into unique pieces ready to adorn your home. Join us for a day of creativity and hands-on learning – your journey into pottery awaits!Share",//yonobi.com/cdn/shop/files/c1b58f48-aa16-4e34-b8be-a749b952eec3-58d07b1e-0531-4e10-9e97-e43d78ee2cf3-yonobistudio_012_c26bf61f-7ba1-4560-bdec-3e9aaf24562c.jpg?v=1718050677
Bronwen Grieves Sculpture BG 495,4.1,https://yonobi.com//collections/all-products/products/copy-of-sculpture-bg-497,"Sculpture handmade by Bronwen Grieves - a ceramic artist based in Nottingham, UK.Bronwen hand-build her work in her home studio. Her strongest influences are around structure, texture, and contrast. She is influenced by structures in the built and natural environment equally. Her head is just as likely to be turned by towering cliffs, the texture of a rock, an expansive bridge, viaduct, or towering crane. Bronwen uses gritty clays which are strong to help her to hand-build objects which are fragile. She is deliberate in building objects on teetering legs with thin textured walls. She is always looking for the edge. Bronwen uses texture as her principal form of decoration, alongside pale slips and glazes. The sculptures are all one of a kind.Measurements:H 38 x W 18 x Ø 16 cm,Materials:white stoneware, lava glazeShare",//yonobi.com/cdn/shop/files/BronweGrieves_Yonobi-9.jpg?v=1697331749
Bronwen Grieves Sculpture BG 494,6.9,https://yonobi.com//collections/all-products/products/copy-of-sculpture-bg-495,"Sculpture handmade by Bronwen Grieves - a ceramic artist based in Nottingham, UK.Bronwen hand-build her work in her home studio. Her strongest influences are around structure, texture, and contrast. She is influenced by structures in the built and natural environment equally. Her head is just as likely to be turned by towering cliffs, the texture of a rock, an expansive bridge, viaduct, or towering crane. Bronwen uses gritty clays which are strong to help her to hand-build objects which are fragile. She is deliberate in building objects on teetering legs with thin textured walls. She is always looking for the edge. Bronwen uses texture as her principal form of decoration, alongside pale slips and glazes. The sculptures are all one of a kind.Measurements:H 32 x W 19 x Ø 19 cmMaterials:white stoneware, white glazesShare",//yonobi.com/cdn/shop/files/BronweGrieves_Yonobi-4.jpg?v=1697331760
Laetitia Di Gioia Mug,290,https://yonobi.com//collections/all-products/products/copy-of-mug,"Beautiful mug by French artist Laetitia Di Gioia. Each mug has a cool geometric handle, which is soft and lovely to hold. Perfect for your morning coffee or afternoon tea. The untraditional handle makes the mug unique and interesting. The pieces have a smooth yet tactile surface that shoots to the eyes and invites you to use and touch the piece. Every mug is hand-thrown and is unique in detail.Laetitia di Gioia is a French ceramicist whose work is inspired by the nature of her childhood in Burgundy and the Camargue region where she lives today.Elegant yet rustic, rough, and pure, her pieces add a rich visual and tactile experience to their usage. Her work has a natural and soft feel to it. She hand-throws each piece, and you can sense the craft and long study of the lines behind each piece. This product is certified as safe for use with food.Measurements: ø 7 x  9,5 cmShare",//yonobi.com/cdn/shop/files/IMG_2986.jpg?v=1698521492
Laetitia Di Gioia Breakfast bowl,280,https://yonobi.com//collections/all-products/products/copy-of-breakfast-bowl,"Beautiful breakfast bowl by French artist Laetitia Di Gioia. Perfect for your morning cereal, oatmeal, or for a small salad. The outside has a lovely matt glaze and glossy inside, which makes it practical for everyday use and easy to clean.  The pieces have a smooth yet tactile surface that shoots to the eyes and invites you to use and touch the piece.Laetitia di Gioia is a French ceramicist whose work is inspired by the nature of her childhood in Burgundy and the Camargue region where she lives today.Elegant yet rustic, rough, and pure, her pieces add a rich visual and tactile experience to their usage. Her work has a natural and soft feel to it.  She hand-throws each piece, and you can sense the craft and long study of the lines behind each piece. This product is certified as safe for use with food.Measurements: ø 12,5 x h 8,5 cmShare",//yonobi.com/cdn/shop/files/IMG_3021.jpg?v=1698521350
Laetitia Di Gioia Pitcher,950,https://yonobi.com//collections/all-products/products/copy-of-pitcher,"Beautiful geometric pitcher by French artist Laetitia Di Gioia. Perfect for serving your favorite drink or for flowers.The outside has a lovely matt glaze and glossy inside, which makes it practical for everyday use and easy to clean. The pieces have a smooth and yet tactile surface which is shooting to the eyes and invites you to use and touch the piece. Because each piece is hand thrown shape and size may differ slightly from piece to piece.This product is certified as safe for use with food.Measurements: h 22 x Ø 8,5 (19 with handle)Share",//yonobi.com/cdn/shop/files/IMG_3040.jpg?v=1698521857
Laetitia Di Gioia Large Salad Bowl,1.2,https://yonobi.com//collections/all-products/products/copy-of-large-salad-bowl,"Fantastic One-of-a-kind salad bowl by French artist Laetitia di Gioia. The bowl is unique, and the beautiful details make it a true art piece for your home. The bowl is hand-thrown and carefully glazed in the most beautiful matt glaze with lovely dark details. The inside glaze is glossy, which makes it practical for everyday use and easy to clean. Laetitia di Gioia is a French ceramicist whose work is inspired by the nature of her childhood in Burgundy and the Camargue region where she lives today.Elegant yet rustic, rough, and pure, her pieces add a rich visual and tactile experience to their usage. Born in 1978, Laetitia lives and works in Arles.Her work has a natural and soft feel to it. She hand-throws each piece, and you can sense the craft and long study of the lines behind each piece. This product is certified as safe for use with food.Measurements (approx.):ø 28,5 x h 16 cmShare",//yonobi.com/cdn/shop/files/IMG_3058.jpg?v=1717587271
YONOBI classes Ceramic class Gift Card,179,https://yonobi.com//collections/all-products/products/weekend-ceramic-class-gift-card,"Give the Gift of Creativity!Create Lasting Memories:Looking for a special gift for your loved ones? Give them the gift of a unique experience with a ceramic class gift card from YŌNOBI STUDIO.Gift Card Details:Treat your friends and family to the joy of pottery! Purchase a gift card and let them choose a class that fits their schedule. Need gift wrapping? Select ""Add gift wrap to your order"" above for a beautifully wrapped gift card. Please note: You'll receive a code via email to fill out the gift card yourself.Flexibility and Options:Our gift cards are valid for five years, giving recipients plenty of time to find the perfect class. Plus, new courses are added regularly, ensuring there's always something exciting to discover!Special Note:Please note that our newsletter 10% discount cannot be applied to gift card purchases.Spread the Joy:Give the gift of creativity and inspiration. Purchase a gift card today and ignite someone's passion for pottery!Share",//yonobi.com/cdn/shop/products/front4.png?v=1638403186
Malwina Kleparska Big vase with two holes – Darkgray Stoneware,4,https://yonobi.com//collections/all-products/products/copy-of-vase-with-one-hole-mixed-stoneware-clay,"Volcanic Rock and Sand Collection – Unique collection made for Yonobi Vase made out of dark gray stoneware clay This collection is made out of two different stoneware clays. A dark gray clay and a bone white clay. The third colour comes from a mix of both of them. Black volcanic rock and sand have been wedged into the clay and spread out randomly in the making. Before the second firing the pieces are dipped in a silky matte glaze with a different outcome depending on what body of clay it is covering.From shimmery white to a warm yellow/brown colour. During the glaze firing the volcanic rock and sand melts, blends in with the glaze and runs alongside the ceramic pieces. The result is unpredictable and a lot is left to chance, making every piece unique. MeasurementsH 32.5 x W 21 x D 8.5 cmShare",//yonobi.com/cdn/shop/files/MalwinaKleparska-4.jpg?v=1698822173
Laetitia Di Gioia Large Salad Bowl,1.2,https://yonobi.com//collections/all-products/products/large-salad-bowl,"Fantastic One-of-a-kind salad bowl by French artist Laetitia di Gioia. The bowl is unique, and the beautiful details make it a true art piece for your home. The bowl is hand-thrown and carefully glazed in the most beautiful matt glaze with lovely dark details. The inside glaze is glossy, which makes it practical for everyday use and easy to clean. Laetitia di Gioia is a French ceramicist whose work is inspired by the nature of her childhood in Burgundy and the Camargue region where she lives today.Elegant yet rustic, rough, and pure, her pieces add a rich visual and tactile experience to their usage. Born in 1978, Laetitia lives and works in Arles.Her work has a natural and soft feel to it. She hand-throws each piece, and you can sense the craft and long study of the lines behind each piece. Measurements (approx.):ø 28,5 x h 16 cmShare",//yonobi.com/cdn/shop/products/image_b988199b-90c6-49ad-b8a2-e44e23ac9f45.jpg?v=1664514664
Asterisque Vase - Kal 02,2.5,https://yonobi.com//collections/all-products/products/vase-kal-02,"Beige stoneware vase, unglazed.Asterisque is the space in which the artist Estefanía dreams of invented phrases, images of other worlds, unreal colors, and textures yet to be discovered that she slowly transforms into ceramic pieces that recreate her imagination. As the * asterisk indicates that a form, word, or phrase is hypothetical, impossible, incorrect, or nonexistent, Estefanía finds authentic beauty in those characteristics of words, images, forms, people, or herself.The handbuilt pieces look for organic geometry in forms and mixtures of textures and colors, being the result of a personal journey that started on the Spanish shores of the Mediterranean Sea and took her to different universes of earth, words, landscapes, and images. It has led her to settle in Cabo de Gata in Almería, an unusual place where she has found peace surrounded by fossil dunes lashed by the Mediterranean wind.Estefanía makes each piece entirely by hand, without molds or the use of a potters wheel, usually applying different textures and then experimental glazes.Measurements:h. 37 cm, w. 24 cmDetails: Handbuilt stoneware vase. Not watertight.Share",//yonobi.com/cdn/shop/files/Asterique_Yonobi-20.jpg?v=1700125705
Asterisque Vase - Mor 00,1.35,https://yonobi.com//collections/all-products/products/copy-of-vase-kal-2,"Beige stoneware vase, decorated with slip coloured with pigments from Cabo de Gata. UnglazedAsterisque is the space in which the artist Estefanía dreams of invented phrases, images of other worlds, unreal colors, and textures yet to be discovered that she slowly transforms into ceramic pieces that recreate her imagination. As the * asterisk indicates that a form, word, or phrase is hypothetical, impossible, incorrect, or nonexistent, Estefanía finds authentic beauty in those characteristics of words, images, forms, people, or herself.The handbuilt pieces look for organic geometry in forms and mixtures of textures and colors, being the result of a personal journey that started on the Spanish shores of the mediterranean sea and took her to different universes of earth, words, landscapes, and images. It has led her to settle in Cabo de Gata in Almería, an unusual place where she has found peace surrounded by fossil dunes lashed by the Mediterranean wind.Estefanía makes each piece entirely by hand, without molds or the use of a potters wheel, usually applying different textures and then experimental glazes.Measurements:24 cm, h. 13 cmDetails: Handbuilt stoneware vase. Not watertight.Share",//yonobi.com/cdn/shop/files/Asterique_Yonobi-32.jpg?v=1700125634
Asterisque Vase  - Dom 56,1.05,https://yonobi.com//collections/all-products/products/copy-of-vase-dom-06,"Stoneware with off-white glaze Asterisque is the space in which the artist Estefanía dreams of invented phrases, images of other worlds, unreal colors, and textures yet to be discovered that she slowly transforms into ceramic pieces that recreate her imagination. As the * asterisk indicates that a form, word, or phrase is hypothetical, impossible, incorrect, or nonexistent, Estefanía finds authentic beauty in those characteristics of words, images, forms, people, or herself.The handbuilt pieces look for organic geometry in forms and mixtures of textures and colors, being the result of a personal journey that started on the Spanish shores of the Mediterranean Sea and took her to different universes of earth, words, landscapes, and images. It has led her to settle in Cabo de Gata in Almería, an unusual place where she has found peace surrounded by fossil dunes lashed by the Mediterranean wind.Estefanía makes each piece entirely by hand, without molds or the use of a potters' wheel, usually applying different textures and then experimental glazes.Measurements:h. 28 cm, w. 12 cmDetails: Handbuilt stoneware vase. Not watertight.Share",//yonobi.com/cdn/shop/files/Asterique_Yonobi-17.jpg?v=1700125675
Asterisque Vase  - dom 42,1.1,https://yonobi.com//collections/all-products/products/copy-of-vase-dom-42,"Stoneware vase, white speckled slipAsterisque is the space in which the artist Estefanía dreams of invented phrases, images of other worlds, unreal colors, and textures yet to be discovered that she slowly transforms into ceramic pieces that recreate her imagination. As the * asterisk indicates that a form, word, or phrase is hypothetical, impossible, incorrect, or nonexistent, Estefanía finds authentic beauty in those characteristics of words, images, forms, people, or herself.The handbuilt pieces look for organic geometry in forms and mixtures of textures and colors, being the result of a personal journey that started on the Spanish shores of the Mediterranean Sea and took her to different universes of earth, words, landscapes, and images. It has led her to settle in Cabo de Gata in Almería, an unusual place where she has found peace surrounded by fossil dunes lashed by the Mediterranean wind.Estefanía makes each piece entirely by hand, without molds or the use of a potters' wheel, usually applying different textures and then experimental glazes.Measurements:h. 29 cm, w. 18 cmDetails: Handbuilt stoneware vase. not watertightShare",//yonobi.com/cdn/shop/files/Asterique_Yonobi-29.jpg?v=1700125781
Asterisque Vase  - Tes 02,650,https://yonobi.com//collections/all-products/products/vase-tes-02,"Stoneware vase, slip of Limoges porcelainAsterisque is the space in which the artist Estefanía dreams of invented phrases, images of other worlds, unreal colors, and textures yet to be discovered that she slowly transforms into ceramic pieces that recreate her imagination. As the * asterisk indicates that a form, word, or phrase is hypothetical, impossible, incorrect, or nonexistent, Estefanía finds authentic beauty in those characteristics of words, images, forms, people, or herself.The handbuilt pieces look for organic geometry in forms and mixtures of textures and colors, being the result of a personal journey that started on the Spanish shores of the mediterranean sea and took her to different universes of earth, words, landscapes, and images. It has led her to settle in Cabo de Gata in Almería, an unusual place where she has found peace surrounded by fossil dunes lashed by the Mediterranean wind.Estefanía makes each piece entirely by hand, without molds or the use of a potters' wheel, usually applying different textures and then experimental glazes.Measurements:h. 16,5 cm, w. 9 cmDetails: Handbuilt stoneware vase. not watertightShare",//yonobi.com/cdn/shop/files/Asterique_Yonobi-11.jpg?v=1700125686
Asterisque Vase - Dom 30,1.1,https://yonobi.com//collections/all-products/products/vase-dom-30,"Stoneware vase, blue slipAsterisque is the space in which the artist Estefanía dreams of invented phrases, images of other worlds, unreal colors, and textures yet to be discovered that she slowly transforms into ceramic pieces that recreate her imagination. As the * asterisk indicates that a form, word, or phrase is hypothetical, impossible, incorrect, or nonexistent, Estefanía finds authentic beauty in those characteristics of words, images, forms, people, or herself.The handbuilt pieces look for organic geometry in forms and mixtures of textures and colors, being the result of a personal journey that started on the Spanish shores of the mediterranean sea and took her to different universes of earth, words, landscapes, and images. It has led her to settle in Cabo de Gata in Almería, an unusual place where she has found peace surrounded by fossil dunes lashed by the Mediterranean wind.Estefanía makes each piece entirely by hand, without molds or the use of a potters' wheel, usually applying different textures and then experimental glazes.Measurements: h. 27,5 cm, w. 13 cmDetails: Handbuilt stoneware vase. Not watertight.Share",//yonobi.com/cdn/shop/files/Asterique_Yonobi-14.jpg?v=1700125650
YONOBI Shipment of Pottery Class ceramics,25,https://yonobi.com//collections/all-products/products/shipment-of-pottery-class-ceramics,"By adding this product to your shopping cart our studio will, after your pieces are finished, pack them and ship them to the address of this order.Shipment is calculated automatically when you check out and is based on your address. Share",//yonobi.com/cdn/shop/files/dscf2187.jpg?v=1683140685
Cécile Daladier Pique-fleurs – Duo Vase,1.9,https://yonobi.com//collections/all-products/products/pique-fleurs-tulip-vase,"Each vessel is a unique piece created entirely by hand. For Cécile Daladier, roughness, cracks, bubbles and splinters are not imperfections to be avoided, but precious curiosities to be embraced. She creates an array of ceramic vessels for plant and flower arrangements. Each vessel is a unique piece, hand formed and wood fired in a kiln of her own construction. The pieces are then smoked with fallen leaves and dry grass gathered from around her studio, located in the Drôme region of Southern FranceThese ceramics are naturally porous; a characteristic they can retain after glazing and firing. If a vessel is placed on a surface sensitive to moisture and/or abrasion, it is advisable to use a protective intermediary medium.Measurementsapprox ø 4,5 x 7,5 cmShare",//yonobi.com/cdn/shop/files/CecileDaladier-14.jpg?v=1701210575
Kristine Vedel Adeltoft Hand-thrown Mug,380,https://yonobi.com//collections/all-products/products/mug-7,"Beautiful mug - handmade by Danish artist Kristine Vedel Adeltoft. Kristine has a large and well-functioning studio at the farm, where she works full-time. Her focus is on hand-thrown stoneware and the development of glazes. She primarily makes tableware and other functional items. Kristine has, for example, delivered plates and bowls for Restaurant Noma, Cph. and Restaurant Ö, Nysted.Her work is about emotions and senses. She is inspired by nature around her, and she believes she can capture a tiny bit of that in the creating process, making it live on in her pieces to be sensed by the one holding it and using it.All ceramics and glazes are developed and made by Kristine herself. All pieces are food-safe and can be put in the dishwasher.Measurements:Approx 12 - 13 x h 7,5 cmShare",//yonobi.com/cdn/shop/files/IMG_3433.jpg?v=1701564439
Estudio Vernís Menut - Coffee plate,150,https://yonobi.com//collections/all-products/products/menut-coffee-plate,"Beautiful plate handmade by Estudio Vernís -  a ceramic workshop settled in the Mediterranean.This piece is part of Estudio Vernís tableware collection. A collection that was born from the need to elevate their hand-building techniques and take ash glaze formulation to a new horizon. They developed pieces to eat, drink, share, store, and generally savor everyday life. They appreciate that every single piece they make contains their very own fingerprints in it. By following their traces in each piece, you may find some hints of the processes that built it. ""The pieces are shaped by the artist's hands, but they are finished by chance"". The wood kiln and the ash glaze make a huge difference in the final appearance of each piece, making them utterly unique.MATERIALThis product is certified as safe for use with food.Stoneware Fired at 1300ºC with wood Ash glazes.DIMENSIONS ø 15 cmPlease note each piece is unique so differences might occur in glaze or shape.Share",//yonobi.com/cdn/shop/files/IMG_3502.jpg?v=1717586895
Estudio Vernís Pitxer - Pitcher,800,https://yonobi.com//collections/all-products/products/pitxer-pitcher,"Beautiful pitcher handmade by Estudio Vernís -  a ceramic workshop settled in the Mediterranean.This piece is part of Estudio Vernís tableware collection. A collection that was born from the need to elevate their hand-building techniques and take ash glaze formulation to a new horizon. They developed pieces to eat, drink, share, store, and generally savor everyday life. They appreciate that every single piece they make contains their very own fingerprints in it. By following their traces in each piece, you may find some hints of the processes that built it. ""The pieces are shaped by the artist's hands, but they are finished by chance"". The wood kiln and the ash glaze make a huge difference in the final appearance of each piece, making them utterly unique.MATERIALStoneware Fired at 1300ºC with wood. Unglazed, only suitable for water.DIMENSIONS ø 21 cm x 12 cm 1,5 LPlease note each piece is unique.Share",//yonobi.com/cdn/shop/files/IMG_3517.jpg?v=1701564534
Estudio Vernís Gran - Dinner plate,350,https://yonobi.com//collections/all-products/products/gran-dinner-plate,"Beautiful dinner plate handmade by Estudio Vernís -  a ceramic workshop settled in the Mediterranean.This piece is part of Estudio Vernís tableware collection. A collection that was born from the need to elevate their hand-building techniques and take ash glaze formulation to a new horizon. They developed pieces to eat, drink, share, store, and generally savor everyday life. They appreciate that every single piece they make contains their very own fingerprints in it. By following their traces in each piece, you may find some hints of the processes that built it. ""The pieces are shaped by the artist's hands, but they are finished by chance"". The wood kiln and the ash glaze make a huge difference in the final appearance of each piece, making them utterly unique.MATERIALStoneware Fired at 1300ºC with wood Ash glazes Food-safe.DIMENSIONS ø 28 cmPlease note each piece is unique.Share",//yonobi.com/cdn/shop/products/IMG_1581.jpg?v=1701447602
Estudio Vernís Tassa - mug,300,https://yonobi.com//collections/all-products/products/tassa-mug,"Beautiful mug handmade by Estudio Vernís -  a ceramic workshop settled in the Mediterranean.This piece is part of Estudio Vernís tableware collection. A collection that was born from the need to elevate their hand-building techniques and take ash glaze formulation to a new horizon. They developed pieces to eat, drink, share, store, and generally savor everyday life. They appreciate that every single piece they make contains their very own fingerprints in it. By following their traces in each piece, you may find some hints of the processes that built it. ""The pieces are shaped by the artist's hands, but they are finished by chance"". The wood kiln and the ash glaze make a huge difference in the final appearance of each piece, making them utterly unique.MATERIALStoneware Fired at 1300ºC with wood Ash glazes Food-safe.DIMENSIONS ø 9 cm x 8 cm 350 mlPlease note each piece is unique.Share",//yonobi.com/cdn/shop/files/IMG_3495.jpg?v=1701564469
