Title,Price,Link,Description,Main image
Pascale Zintzen Handmade Mug,350,https://yonobi.com//collections/all-products/products/mug-2,"Beautiful mugs handmade by OIKOS Estudio by Pascale Zintzen.Pascale is a multidisciplinary artist based in Barcelona and El Perelló, where she lives with her two kids and dog. She works on ceramic, tapestry, and painting. Pascale's work is inspired by Wabi-Sabi, childhood, and the Mediterranean atmosphere. Her practice is characterized by slow manufacturing, strongly inspired by nature, and respecting the times and processes that each piece needs.Measurements8 x h 4,5 cmShare",//yonobi.com/cdn/shop/files/IMG_6754.jpg?v=1715773574
YONOBI classes - Aarhus Weekend Pottery Class - Aarhus,1.4,https://yonobi.com//collections/all-products/products/weekend-pottery-class-aarhus,"Location: YŌNOBI STUDIO AARHUSTime: 10.00 to 15.00Length: 5 hours per classIncluded: All materials, unlimited clay, and decoration slip. Glazing and firing of up to 5 pieces, as well as tea, coffee, and snacks.Language: Danish, EnglishLevel: BeginnerJoin us for an uplifting weekend workshop where no prior experience with pottery is necessary.Discover the joy of wheel-throwing as you embark on a journey of creativity. Learn the art of transforming soft clay into beautiful pieces, guided by our skilled instructors. From centering to hand throwing on the pottery wheel and trimming, you'll gain hands-on experience and unlock your creative potential.No prior experience? No problem! Our inclusive class welcomes beginners and experienced throwers alike. With personalized guidance tailored to your level of expertise, you'll feel confident to explore and create.After the workshop, our studio will carefully glaze your creations, adding the finishing touch to your masterpieces.Our beautiful studio sets the frame with a welcoming atmosphere and gives you the perfect opportunity to unwind and indulge in your passion for pottery. Don't miss out on this enriching experience – join us and let your creativity shine!We will serve snacks during the class, so please bring lunch if needed.Share",//yonobi.com/cdn/shop/files/b2034d77-9b4a-40a9-9873-d39357a8df46-9f82b827-0e6a-4351-945b-337fc809fc40-yonobi_010_202_9ff565e2-7ccf-4719-a1dc-966fe901b8fd.jpg?v=1717598323
YONOBI classes WEEKEND WHEEL THROWING CLASS - CPH,1.4,https://yonobi.com//collections/all-products/products/weekend-wheel-throwing-class,"Location YŌNOBI STUDIO, Nybrogade 28Time 10.00 to 15.00Length 5 hours per classIncluded all materials, unlimited clay, and decoration slip. Glazing and firing of finished pieces, organic Lunch, and Tea & coffee.Language Danish, EnglishLevel BeginnerJoin us for an uplifting weekend workshop where no prior experience with pottery is necessary.Discover the joy of wheel-throwing as you embark on a journey of creativity. Learn the art of transforming soft clay into beautiful pieces, guided by our skilled instructors. From centering to hand throwing on the pottery wheel and trimming, you'll gain hands-on experience and unlock your creative potential.No prior experience? No problem! Our inclusive class welcomes beginners and experienced throwers alike. With personalized guidance tailored to your level of expertise, you'll feel confident exploring and creating.After the workshop, our studio will carefully glaze your creations, adding the finishing touch to your masterpieces.Our beautiful studio sets the frame with a welcoming atmosphere and gives you the perfect opportunity to unwind and indulge in your passion for pottery. Don't miss out on this enriching experience – join us and let your creativity shine!We will serve a light lunch during the class.Share",//yonobi.com/cdn/shop/files/3247350d-f326-4bfe-8fba-1269ccae796e-IMG_8124.jpg?v=1718701671
YONOBI classes - Aarhus DAY WHEEL THROWING CLASS (6 times) - Aarhus,2.7,https://yonobi.com//collections/all-products/products/day-wheel-throwing-class-6-times-aarhus,"Location: YŌNOBI STUDIO, Graven 24BTime: See class schedule Duration: 3 hours and 30 minutes per class Frequency: 6 sessions, once a week Included: All materials (unlimited clay, decoration, and glaze) and firing, tea and coffee Language: Danish, EnglishLevel: BeginnerThe course will run for six sessions; no prior experience is necessary to join. Throughout this course, you'll gain comprehensive knowledge and insight into pottery and its various applications.You'll learn about the different stages of transforming soft clay into finished products and the possibilities for shaping the material within these stages. The course will cover techniques such as centering, working on the pottery wheel, trimming, and glazing. The first session will be an introduction to the basic techniques.We'll focus on throwing and trimming simple forms in the following sessions. During the final session, the finished pieces will be glazed and fired. Typically ready for pickup 2 weeks after the end of the course.Day One: Centering and throwing a basic cylinderDay Two: Throwing basic cylinder and trimmingDay Three: Throwing simple forms and trimmingDay Four: Throwing (your own designs) and trimmingDay Five: TrimmingDay Six: GlazingStep into our cozy studio and let your creativity flow freely as you embark on this inspiring journey of self-expression and discovery. DateTimeTeacherTuesday,   13.00 - 16.00Birgit Marie ØsterbyTuesday,  13.00 - 16.00Birgit Marie ØsterbyTuesday,  13.00 - 16.00Birgit Marie ØsterbyTuesday,  13.00 - 16.00Birgit Marie ØsterbyTuesday,13.00 - 16.00Birgit Marie ØsterbyTuesday, 13.00 - 16.00Birgit Marie Østerby ThursdayDateTimeTeacher Thursday,   10:00 - 13:00Signe Boisen Thursday,  10:00 - 13:00Signe Boisen Thursday, 10:00 - 13:00Signe Boisen Thursday, 10:00 - 13:00Signe Boisen Thursday, 10:00 - 13:00Signe Boisen Thursday,  10:00 - 13:00Signe Boisen Share",//yonobi.com/cdn/shop/files/aa122ac6-37eb-4663-be0e-c349c1b75286-yonobi_013_20_282_29.jpg?v=1716508634
Birgitte Lorentzen Big Tea Cup – Ash,850,https://yonobi.com//collections/all-products/products/cup-ash,"Introducing the ASH series - Handcrafted, Japanese-inspired tea bowls and cups in high-fired stoneware by Danish artist Gitte LorentzenCup made out of stoneware with lava spots. Ash treatment. Matte white transparent glaze.Each cup is unique and might therefore differ in appearance.This product is certified as safe for use with food.MeasurementsApprox ø 10-10,5 x h 10 cmShare",//yonobi.com/cdn/shop/files/IMG_3822.jpg?v=1709599941
Birgitte Lorentzen Yunomi cup – Ash,600,https://yonobi.com//collections/all-products/products/copy-of-yunomi-cup-ash,"Introducing the ASH series - Handcrafted, Japanese-inspired tea bowls and cups in high-fired stoneware by Danish artist Birgitte LorentzenYunomi Cup made out of stoneware with lava spots. Ash treatment. Matte white transparent glaze.Each cup is unique and might therefore differ in appearance.This product is certified as safe for use with food.Measurementsø 10-10,5 x h 6,5-7 cm Share",//yonobi.com/cdn/shop/files/IMG_3882.jpg?v=1711520561
karin blach nielsen One of a kind bowl,625,https://yonobi.com//collections/all-products/products/copy-of-one-of-a-kind-bowl-7,"Beautiful unique bowl by Danish artist Karin Blach Nielsen.In her work, the quality of the material shines through in her hand-thrown pots. Whether a bowl or a cylinder, the visual pleasure in handling a fine thrown ceramic is central to her work. Karin’s ceramics embody the unique relationship between the ceramic body and its surface.Developed exclusively in limited batch runs, the forms relate to each other across the diverse shapes and colors. Measurements ø 15 x 7 cm Share",//yonobi.com/cdn/shop/files/IMG_3970.jpg?v=1713385314
karin blach nielsen One of a kind bowl,625,https://yonobi.com//collections/all-products/products/copy-one-of-a-kind-bowl,"Beautiful unique bowl by Danish artist Karin Blach Nielsen.In her work, the quality of the material shines through in her hand-thrown pots. Whether a bowl or a cylinder, the visual pleasure in handling a fine thrown ceramic is central to her work. Karin’s ceramics embody the unique relationship between the ceramic body and its surface.Developed exclusively in limited batch runs, the forms relate to each other across the diverse shapes and colors. Measurements ø 15 x 7 cm Share",//yonobi.com/cdn/shop/files/IMG_3964.jpg?v=1713322862
karin blach nielsen One of a kind bowl,625,https://yonobi.com//collections/all-products/products/copy-of-copy-one-of-a-kind-bowl,"Beautiful unique bowl by Danish artist Karin Blach Nielsen.In her work, the quality of the material shines through in her hand-thrown pots. Whether a bowl or a cylinder, the visual pleasure in handling a fine thrown ceramic is central to her work. Karin’s ceramics embody the unique relationship between the ceramic body and its surface.Developed exclusively in limited batch runs, the forms relate to each other across the diverse shapes and colors. Measurements ø 15 x 7 cm Share",//yonobi.com/cdn/shop/files/362D810A-C430-43DF-A111-783232CD105B.jpg?v=1713443261
karin blach nielsen One of a kind large bowl,2.75,https://yonobi.com//collections/all-products/products/copy-of-copy-one-of-a-kind-bowl-1,"Beautiful unique bowl by Danish artist Karin Blach Nielsen.In her work, the quality of the material shines through in her hand-thrown pots. Whether a bowl or a cylinder, the visual pleasure in handling a fine thrown ceramic is central to her work. Karin’s ceramics embody the unique relationship between the ceramic body and its surface.Developed exclusively in limited batch runs, the forms relate to each other across the diverse shapes and colors. Measurements ø 26 x h 11 cm Share",//yonobi.com/cdn/shop/files/IMG_3976.jpg?v=1713385233
karin blach nielsen One of a kind bowl,625,https://yonobi.com//collections/all-products/products/copy-of-copy-of-one-of-a-kind-bowl-1,"Beautiful unique bowl by Danish artist Karin Blach Nielsen.In her work, the quality of the material shines through in her hand-thrown pots. Whether a bowl or a cylinder, the visual pleasure in handling a fine thrown ceramic is central to her work. Karin’s ceramics embody the unique relationship between the ceramic body and its surface.Developed exclusively in limited batch runs, the forms relate to each other across the diverse shapes and colors. Measurements ø 14 x 7 cm Share",//yonobi.com/cdn/shop/files/33DB0F01-6A6B-45E0-AA4D-62DC5F26883A.jpg?v=1713443012
karin blach nielsen One of a kind vase,2.7,https://yonobi.com//collections/all-products/products/copy-of-one-of-a-kind-vase-3,"Beautiful unique vase by Danish artist Karin Blach Nielsen.In her work, the quality of the material shines through in her hand-thrown pots. Whether a bowl or a cylinder, the visual pleasure in handling a fine thrown ceramic is central to her work. Karin’s ceramics embody the unique relationship between the ceramic body and its surface.  Developed exclusively in limited batch runs, the forms relate to each other across the diverse shapes and colors. Measurements ø 13 x h 24 cmShare",//yonobi.com/cdn/shop/files/IMG_3895.jpg?v=1713322906
karin blach nielsen One of a kind vase,2.8,https://yonobi.com//collections/all-products/products/copy-of-copy-of-one-of-a-kind-vase,"Beautiful unique vase by Danish artist Karin Blach Nielsen.In her work, the quality of the material shines through in her hand-thrown pots. Whether a bowl or a cylinder, the visual pleasure in handling a fine thrown ceramic is central to her work. Karin’s ceramics embody the unique relationship between the ceramic body and its surface.  Developed exclusively in limited batch runs, the forms relate to each other across the diverse shapes and colors. Measurements ø 14 x h 27 cmShare",//yonobi.com/cdn/shop/files/IMG_3899_8b400fbb-6bd1-410b-8dab-7cf98a96250b.jpg?v=1713385091
karin blach nielsen One of a kind vase,800,https://yonobi.com//collections/all-products/products/copy-of-copy-of-one-of-a-kind-vase-1,"Beautiful unique vase by Danish artist Karin Blach Nielsen.In her work, the quality of the material shines through in her hand-thrown pots. Whether a bowl or a cylinder, the visual pleasure in handling a fine thrown ceramic is central to her work. Karin’s ceramics embody the unique relationship between the ceramic body and its surface.  Developed exclusively in limited batch runs, the forms relate to each other across the diverse shapes and colors. Measurements ø 8 x h 14 cmShare",//yonobi.com/cdn/shop/files/72303FF6-DCD9-4A79-B357-48511C9CB29D.jpg?v=1713443096
karin blach nielsen One of a kind vase,585,https://yonobi.com//collections/all-products/products/copy-of-copy-of-copy-of-copy-of-copy-of-copy-of-one-of-a-kind-vase,"Beautiful unique vase by Danish artist Karin Blach Nielsen.In her work, the quality of the material shines through in her hand-thrown pots. Whether a bowl or a cylinder, the visual pleasure in handling a fine thrown ceramic is central to her work. Karin’s ceramics embody the unique relationship between the ceramic body and its surface.  Developed exclusively in limited batch runs, the forms relate to each other across the diverse shapes and colors. Measurements ø 11 x h 11 cmShare",//yonobi.com/cdn/shop/files/IMG_3927.jpg?v=1713443225
karin blach nielsen One of a kind vase,2.5,https://yonobi.com//collections/all-products/products/copy-of-copy-of-one-of-a-kind-vase-2,"Beautiful unique vase by Danish artist Karin Blach Nielsen.In her work, the quality of the material shines through in her hand-thrown pots. Whether a bowl or a cylinder, the visual pleasure in handling a fine thrown ceramic is central to her work. Karin’s ceramics embody the unique relationship between the ceramic body and its surface.  Developed exclusively in limited batch runs, the forms relate to each other across the diverse shapes and colors. Measurements ø 11,5 x h 20 cmShare",//yonobi.com/cdn/shop/files/IMG_3933_922c257c-000a-41eb-9687-cfedfb1a45c0.jpg?v=1713443007
karin blach nielsen One of a kind vase,1.7,https://yonobi.com//collections/all-products/products/copy-of-copy-of-copy-of-one-of-a-kind-vase-1,"Beautiful unique vase by Danish artist Karin Blach Nielsen.In her work, the quality of the material shines through in her hand-thrown pots. Whether a bowl or a cylinder, the visual pleasure in handling a fine thrown ceramic is central to her work. Karin’s ceramics embody the unique relationship between the ceramic body and its surface.  Developed exclusively in limited batch runs, the forms relate to each other across the diverse shapes and colors. Measurements ø 9 x h 17 cmShare",//yonobi.com/cdn/shop/files/IMG_1845.jpg?v=1713443210
karin blach nielsen One of a kind vase,2.3,https://yonobi.com//collections/all-products/products/copy-of-copy-of-copy-of-copy-of-one-of-a-kind-vase-1,"Beautiful unique vase by Danish artist Karin Blach Nielsen.In her work, the quality of the material shines through in her hand-thrown pots. Whether a bowl or a cylinder, the visual pleasure in handling a fine thrown ceramic is central to her work. Karin’s ceramics embody the unique relationship between the ceramic body and its surface.  Developed exclusively in limited batch runs, the forms relate to each other across the diverse shapes and colors. Measurements ø 8,5 x h 23 cmShare",//yonobi.com/cdn/shop/files/IMG_3940.jpg?v=1713443071
karin blach nielsen One of a kind vase,1.5,https://yonobi.com//collections/all-products/products/copy-of-copy-of-copy-of-copy-of-copy-of-one-of-a-kind-vase-1,"Beautiful unique vase by Danish artist Karin Blach Nielsen.In her work, the quality of the material shines through in her hand-thrown pots. Whether a bowl or a cylinder, the visual pleasure in handling a fine thrown ceramic is central to her work. Karin’s ceramics embody the unique relationship between the ceramic body and its surface.  Developed exclusively in limited batch runs, the forms relate to each other across the diverse shapes and colors. Measurements ø 12 x h 17,5 cmShare",//yonobi.com/cdn/shop/files/IMG_3943.jpg?v=1713443091
karin blach nielsen One of a kind vase,1.9,https://yonobi.com//collections/all-products/products/copy-of-one-of-a-kind-vase-12,"Beautiful unique vase by Danish artist Karin Blach Nielsen.In her work, the quality of the material shines through in her hand-thrown pots. Whether a bowl or a cylinder, the visual pleasure in handling a fine thrown ceramic is central to her work. Karin’s ceramics embody the unique relationship between the ceramic body and its surface.  Developed exclusively in limited batch runs, the forms relate to each other across the diverse shapes and colors. Measurements ø 10 x h 17 cmShare",//yonobi.com/cdn/shop/files/6FFBE1AC-2CD1-41A1-B428-C64933013C7D.jpg?v=1713443271
karin blach nielsen One of a kind vase,800,https://yonobi.com//collections/all-products/products/copy-of-copy-of-copy-of-copy-of-copy-of-one-of-a-kind-vase,"Beautiful unique vase by Danish artist Karin Blach Nielsen.In her work, the quality of the material shines through in her hand-thrown pots. Whether a bowl or a cylinder, the visual pleasure in handling a fine thrown ceramic is central to her work. Karin’s ceramics embody the unique relationship between the ceramic body and its surface.  Developed exclusively in limited batch runs, the forms relate to each other across the diverse shapes and colors. Measurementsapprox ø 9 x h 14-16 cmShare",//yonobi.com/cdn/shop/files/IMG_3924_007248c6-9578-4732-a867-4307d19c5582.jpg?v=1713443032
karin blach nielsen One of a kind vase,1.7,https://yonobi.com//collections/all-products/products/copy-of-copy-of-copy-of-copy-of-copy-of-copy-of-one-of-a-kind-vase-1,"Beautiful unique vase by Danish artist Karin Blach Nielsen.In her work, the quality of the material shines through in her hand-thrown pots. Whether a bowl or a cylinder, the visual pleasure in handling a fine thrown ceramic is central to her work. Karin’s ceramics embody the unique relationship between the ceramic body and its surface.  Developed exclusively in limited batch runs, the forms relate to each other across the diverse shapes and colors. Measurements ø 9 x h 18 cmShare",//yonobi.com/cdn/shop/files/IMG_3945.jpg?v=1713443002
karin blach nielsen One of a kind vase,2.7,https://yonobi.com//collections/all-products/products/copy-of-one-of-a-kind-vase-11,"Beautiful unique vase by Danish artist Karin Blach Nielsen.In her work, the quality of the material shines through in her hand-thrown pots. Whether a bowl or a cylinder, the visual pleasure in handling a fine thrown ceramic is central to her work. Karin’s ceramics embody the unique relationship between the ceramic body and its surface.  Developed exclusively in limited batch runs, the forms relate to each other across the diverse shapes and colors. Measurements ø 13 x h 27 cmShare",//yonobi.com/cdn/shop/files/IMG_3918.jpg?v=1713945771
Yonobi cafe Depanneur Frizzante - økologisk sodavand,30,https://yonobi.com//collections/all-products/products/depanneur-frizzante-oekologisk-sodavand,Share,//yonobi.com/cdn/shop/files/IMG_9976.heic?v=1715430007
Yonobi cafe Depanneur Organic Juices,33,https://yonobi.com//collections/all-products/products/depanneur-organic-juices,Share,//yonobi.com/cdn/shop/files/IMG-2176.jpg?v=1715685579
Yonobi cafe Cocohagen kakaotrøffel,12,https://yonobi.com//collections/all-products/products/cocohagen-kakaotroeffel,Share,//yonobi.com/cdn/shop/files/48b9883f-dc82-44c6-b9b3-08a741744f69-IMG_9892_3cb01639-509d-4ed2-adb7-9fd2c66d0e71.jpg?v=1715938828
Yonobi cafe Wally & Whiz vingummi pose,10,https://yonobi.com//collections/all-products/products/wally-whiz-vingummi-pose,Share,//yonobi.com/cdn/shop/files/7ce2fc5c-5c38-4a97-8abf-3a84318f3247-b2034d77-9b4a-40a9-9873-d39357a8df46-9f82b827-0e6a-4351-945b-337fc809fc40-yonobi_010_202_4595924e-2242-49e8-95cd-bdcd59b15158.jpg?v=1717598330
Birgitte Lorentzen Matcha tea cup – Ash,750,https://yonobi.com//collections/all-products/products/matcha-tea-bowl-ash-copy,"Introducing the ASH series - Handcrafted, Japanese-inspired tea bowls and cups in high-fired stoneware by Gitte LorentzenYunomi Cup made out of stoneware with lava spots. Ash treatment. Matte white transparent glaze.Each cup is unique and might therefore differ in appearance.This product is certified as safe for use with food.Measurementsø 11 x h 7 cmShare",//yonobi.com/cdn/shop/files/FullSizeRender_6ba99f2a-869b-49a1-833f-563e754c97c9.jpg?v=1715938859
Anna Grahn Alma coupe,350,https://yonobi.com//collections/all-products/products/alma-coupe,"""Ett glas som fått namnet ”Alma coupe” efter min goda vän Alma som helst bara dricker bubbel i coupeglas"".The cups are handmade by Swedish artist Anna Grahn. Her primary medium is stoneware, but she also likes to express herself through photography and painting. She finds inspiration in her surroundings ­­­­– nature, people, and society. Objects or living creatures that she witnesses in her everyday life. The champagne cups are made of white clay and glazed with a transparent glaze, making the clay visible but with a glossy transparent glaze on top. The coupe glasses are a few varying sizes/heights, but that's part of being handmade. You're welcome to write to us if you like a coupe with a more straight look or a more 'crooked' look, and we will do our best to find the perfect one for you.Measurements: H: 10-12cm x Ø: 9.5cmShare",//yonobi.com/cdn/shop/files/IMG_4009.jpg?v=1715938799
YONOBI classes - Aarhus One-day Kurinuki workshop - Aarhus,550,https://yonobi.com//collections/all-products/products/one-day-kurinuki-workshop,"Location: YŌNOBI STUDIO, Graven 24b, 8000 AarhusDuration: 3 hours per classTime: 10:00 - 13:00Price: 550 DKKIncludes all materials (unlimited clay and decoration slip) and firing. Organic tea and coffee are provided.Language: Danish, EnglishLevel: All levelsIntroducing brand new workshop with artist Signe Boisen. The workshop explore the japanesse technique 'Kurinuki'. Kurinuki is a Japanese technique and can be translated to “to dig out”. Signe explains about the process: ""The process starts with a solid lump of clay, and by cutting small pieces off one by one, I’ll find the shape of my object. When I’ve found the shape I’ll let the lump dry a bit to harden the outside of the shape. That way, I can hold the outside of the form in my palm while removing material from the inside, in order to end up with a container. The process is extremely slow and conscious, and results In unique objects every time.""Ceramic artist Signe Boisen graduated from the Royal Danish Academy in 2021 and works sculpturally and functionally. In creating her objects, she focuses on using her hands as the primary tool. When working with clay, she keeps a constant awareness and respect for the material's quality and durability; with that knowledge, she pushes the limits. The work often has a repetitive pattern in both the production state and the finished pieces, playing with symmetry and asymmetry. Share",//yonobi.com/cdn/shop/files/93CB82DF-682B-45BB-A3C4-9E4E4DFB2B2B.jpg?v=1713443116
