Title,Price,Link,Description,Main image,Caregory,Subcaregory
"10"" Taper Beeswax Candles | Set Of 4",1600.0,https://beeluxxcandles.com//collections/luxury-beeswax-candles/products/10-tall-taper-beeswax-candles-set-of-4,"Pack of 4, 10"" Pure Beeswax Taper / Dinner Table Candles
Slow burning, handmade, 10"" pure beeswax taper candles. Its tall, yet simple design provides perfect dÃ©cor for mantelpieces and dining tables.
The earthy golden tone of this beeswax taper candle and a bright golden flame creates a romantic and cosy ambiance, for intimate or dining.Â 
All stand alone candles within the Aesthetic Collection are designed to have minimal to zero wax dripping, giving a clean and relaxing burn.Â 
Â 
Candle Details:
- Burn Time: 8+hours (each)
- Subtle natural honey-like scent
- Size: H: 255mm Ã: 22mm / H: 10.4"" Ã: 0.87"" | 50g approx. (each)
- Pure cotton wicks
Â 

Candle Care & Advice
Only burn candle for 2-3 hours each lighting, to avoid dripping and ensure an even burn. Always burn candles safely - see full candle safety adviceÂ here. Always trim the wick(s) to 1cmÂ every 4 hours of candle burn time,Â to avoid smoking. Always re-centre the wick(s) after each burn.


Benefits Of Beeswax

Beeswax has manyÂ benefits.Â It gives aÂ pure clean burn and the candle flames light spectrumÂ is similar to the Sun's rays! ItÂ also is the only candle wax with the ability toÂ purify the airÂ of dust and other pollutants by releasing negative ions! Negative ionsÂ have also been proven toÂ improve mood!




View ourÂ completeÂ luxury beeswax candle collection",//beeluxxcandles.com/cdn/shop/files/0495BAEA-1462-4065-8C0B-F3EF038A2FA4_720x.jpg?v=1713613705,candles,beeswax candles
100% Lavender Natural Essential Oil | 13oz Boutique Candle | Spring Scents Collection,6000.0,https://beeluxxcandles.com//collections/luxury-beeswax-candles/products/100-lavender-natural-essential-oil-boutique-candle-spring-scents-collection,"The Boutique Candle
Sophisticated, elegant and opulent.
Holding 13oz of pure scented beeswax and burning 45-55 hours of exquisite home fragrance, whilst adding a pop of beauty and chic style to any home dÃ©cor design. Making this the perfect candleÂ for your Queen-time!Â 


Â Pure and natural essential oil with an identical to freshly picked lavender flowers. Bursting with floral aroma, this essential oil scent is just like walking through a lavender field in the heart ofÂ spring.Â 
Â 

- Burn Time: 45-55 hours
- Scent Throw: Medium-Large Room
- Size : H: 10.5mm Ã:9.5mmÂ Â | Wax: 13oz
- Pure cotton wicks
- Includes white velvet dust bag
- View ourÂ completeÂ luxury beeswax candle collection




Candle Care & Advice
Only burn candle for 2-3 hours each lighting, to avoid dripping and ensure an even burn. Always burn candles safely - see full candle safety adviceÂ here. Always trim the wick(s) to 0.5mm before lighting,Â to avoid smoking. Always re-centre the wick(s) after each burn.


Benefits Of Beeswax

Beeswax has many benefits. It gives a pure clean burn and the candle flames light spectrum is similar to the Sun's rays making it great for SAD syndrome. It also is the only candle wax with the ability to purify the air of dust and other pollutants by releasing negative ions which have also been proven to improve mood! Which explains it's notable calming effects. The Egyptians believed beeswax to be magical and it's widely used in Religious ceremonies!


Refillable Candles
WeÂ also offer candle refills, saving you up to 50% in cost and making it a completely zero-waste product! Simply select the refill option above to get a new refill in a new each month- each scent is inspired by the month and season!",//beeluxxcandles.com/cdn/shop/products/IMG-1249_d0bea3d5-810b-45f3-b93e-3b9140724a14_720x.jpg?v=1679083216,candles,beeswax candles
Alpine Fir - Pure EO | 6oz Obere | Winter Essentials Collection,3300.0,https://beeluxxcandles.com//collections/luxury-beeswax-candles/products/alpine-fir-pure-eo-6oz-obere-winter-essentials-collection,"Fill your home with the evergreen mountain peakÂ scent of sweet Alpine Fir with this complex layered pure essential oil scent!Â 

Experience the bright refreshing aroma of Alpine Fir, an extraordinary fusion of Sweet Pine Needle, Eucalyptus and Peppermint and other classic Yuletide spices, enveloping you in a comforting, festive embrace!
This beautifulÂ amber vessel,Â the golden glow of the beeswax flame, make aÂ cosy hygge dÃ©cor statement piece!Â 

Â 


Paraben Free |Â phthalate Free | 100% Natural

Individually hand-poured pure beeswax candles, with natural essential oils.

A heart warming luxury gift to give to someone special, who appreciates natural luxury and eco-friendly products!Â 


- Free Delivery
-Â Refillable: 6oz ""Obere"" Vessel
- Burn Time: 30+ hours

- Scent Throw: Bedroom/Medium Room
- Size : 165ml | H: 83.5mm Ã:70mmÂ Â | Wax amount: 6oz
- Pure locally sourced beeswax and cotton wicks
- View ourÂ completeÂ luxury beeswax candle collection



Candle Care & Advice
Always burn candles for 2-4 hours each lighting, to avoid tunnelling and ensure an even burn.Â Always burn candles safely - see full candle safety adviceÂ here. Always trim the wick(s) to 0.5cmÂ every 4 hours of candle burn time,Â to avoid smoking. Always re-centre the wick(s) after each burn.


Benefits Of Beeswax

Beeswax has so many benefits. Beeswax has so many benefits. Beeswax is the most sustainable, renewable and eco-friendly candle wax - unlike other waxes it requires no pesticides, deforestation or processing to convert into a wax! It's all natural, organic and gives a pure and longer burn with a candle flame with the light spectrum is similar to the Sun! It also is the only candle wax that able to purify the air of dust and other pollutants by releasing negative ions! Negative ions have also been proven to improve mood!


Refills
WeÂ also offer refills, saving you up to 50% in cost and making it a completely zero-waste product! Simply select the refill option above to get a new refill in a new each month- each scent is inspired by the month and season!",//beeluxxcandles.com/cdn/shop/files/FullSizeRender_720x.heic?v=1702928777,candles,beeswax candles
Alpine Fir EO | Classic 9oz | Winter Essentials Collection,4500.0,https://beeluxxcandles.com//collections/luxury-beeswax-candles/products/christmas-candle-alpine-fir-9oz-large-luxe-classic-vessel,"Fill your home with the evergreen mountain peakÂ scent of sweet Alpine Fir with this complex layered pure essential oil scent!Â 

Also a heart warming luxury gift to give to someone special, who appreciates natural luxury and eco-friendly products!
This beautiful electroplated real gold vessel, with internal silver lining and golden glow of the beeswax flame, make aÂ cosy hygge dÃ©cor statement piece!Â 


Paraben Free | phthalate Free | 100% Natural


Individually hand-poured pure beeswax candles, with natural essential oils.


A heart warming luxury gift to give to someone special, who appreciates natural luxury and eco-friendly products!Â 

- Burn Time: 40+ hours

- Scent Throw: Medium - Bedroom/Medium Size Room
- Size : H: 100mm Ã: 80mmÂ Â | Wax amount approx.: 9oz
- Pure cotton wicks
-Â 100% natural candle
- Clean burn and non-toxic. Free from parabens,Â phthalates, CLP compliant and safety tested
- View ourÂ completeÂ luxury beeswax candle collection



Candle Care & Advice
Always burn candles for 2-4 hours each lighting, to avoid tunnelling and ensure an even burn.Â Always burn candles safely - see full candle safety adviceÂ here. Always trim the wick(s) to 0.5cmÂ every 4 hours of candle burn time,Â to avoid smoking. Always re-centre the wick(s) after each burn.


Benefits Of Beeswax

Beeswax has so many benefits. Beeswax has so many benefits. Beeswax is the most sustainable, renewable and eco-friendly candle wax - unlike other waxes it requires no pesticides, deforestation or processing to convert into a wax! It's all natural, organic and gives a pure and longer burn with a candle flame with the light spectrum is similar to the Sun! It also is the only candle wax that able to purify the air of dust and other pollutants by releasing negative ions! Negative ions have also been proven to improve mood! The Egyptians believed beeswax to be magical and beeswax candles widely used in Religious and Spiritual ceremony!Â 


Refills
We offer refills!!!!, saving you up to 50% in cost and making it a completely zero-waste product! Simply select the refill option above to get a new refill in a new each month- each scent is inspired by the month and season!",//beeluxxcandles.com/cdn/shop/files/9ozgoldchristmas3_c87ef06e-7811-4677-add5-a864238f388f_720x.jpg?v=1699209390,candles,beeswax candles
Autumn Sun | 13oz Vogue | Autumn Scents Collection,4500.0,https://beeluxxcandles.com//collections/luxury-beeswax-candles/products/autumn-sun-13oz-vogue-autumn-scents-collection,"TheÂ White Gloss Vogue Candle
Simple, elegant and opulent.
This 13oz beeswax candle will fill your home with 45+ hours of luxurious fragrance while showcasing sleek, beautiful style. The perfect candle for enhancing your relaxation time!



- Burn Time: 45+ hours
- Scent Throw: Medium-Large Room
- Size : H: 10.5mm Ã:9.5mmÂ Â | Wax: 13oz / 450ml+
- Pure cotton wicks
- View ourÂ completeÂ luxury beeswax candle collection





Candle Care & Advice
Always burn candles for 2-4 hours each lighting, to avoid tunnelling and ensure an even burn.Â Always burn candles safely - see full candle safety adviceÂ here. Always trim the wick(s) to 0.5cmÂ every 4 hours of candle burn time,Â to avoid smoking. Always re-centre the wick(s) after each burn.


Benefits Of Beeswax

Beeswax has so many benefits. Beeswax has so many benefits. Beeswax is the most sustainable, renewable and eco-friendly candle wax - unlike other waxes it requires no pesticides, deforestation or processing to convert into a wax! It's all natural, organic and gives a pure and longer burn with a candle flame with the light spectrum is similar to the Sun! It also is the only candle wax that able to purify the air of dust and other pollutants by releasing negative ions! Negative ions have also been proven to improve mood!




Refills
WeÂ also offer refills, saving you up to 50% in cost and making it a completely zero-waste product! Simply select the refill option above to get a new refill in a new each month- each scent is inspired by the month and season!",//beeluxxcandles.com/cdn/shop/files/IMG-1825_1627feaa-92a2-4f73-aa90-f60c4cd19f43_720x.jpg?v=1693688574,candles,beeswax candles
Autumn Sun | 6oz Obere | Autumn Scents Collection,2700.0,https://beeluxxcandles.com//collections/luxury-beeswax-candles/products/autumn-sun-6oz-obere-autumn-scents-collection,"EnjoyÂ the blissful aroma of natural beeswax candles, expertly scented with premium oils for a tranquil, therapeutic escape.


Â 
- Free Delivery
-Â Refillable: Obere Vessel
- Burn Time: 30+ hours

- Scent Throw: Bedroom/Medium Room
- Size : 165ml | H: 83.5mm Ã:70mmÂ Â | Wax amount: 6oz
- Pure locally sourced beeswax and cotton wicks
- View ourÂ completeÂ luxury beeswax candle collection





Candle Care & Advice
Always burn candles for 2-4 hours each lighting, to avoid tunnelling and ensure an even burn.Â Always burn candles safely - see full candle safety adviceÂ here. Always trim the wick(s) to 0.5cmÂ every 4 hours of candle burn time,Â to avoid smoking. Always re-centre the wick(s) after each burn.


Benefits Of Beeswax

Beeswax has so many benefits. Beeswax has so many benefits. Beeswax is the most sustainable, renewable and eco-friendly candle wax - unlike other waxes it requires no pesticides, deforestation or processing to convert into a wax! It's all natural, organic and gives a pure and longer burn with a candle flame with the light spectrum is similar to the Sun! It also is the only candle wax that able to purify the air of dust and other pollutants by releasing negative ions! Negative ions have also been proven to improve mood!





Refills
WeÂ also offer refills, saving you up to 50% in cost and making it a completely zero-waste product! Simply select the refill option above to get a new refill in a new each month- each scent is inspired by the month and season!",//beeluxxcandles.com/cdn/shop/files/amber1_da245bf3-5f22-4144-98cd-6b87f144ab0b_720x.jpg?v=1693686004,candles,beeswax candles
Bee Luxx Gift Card,1000.0,https://beeluxxcandles.com//collections/luxury-beeswax-candles/products/oya-luxe-gift-card,"Not sure what to buy? Buying an 'Oya Luxe' gift card would be the perfect treat!
SpoilÂ someone special to a bit of luxury and self-care!",//beeluxxcandles.com/cdn/shop/products/giftcard_720x.png?v=1605645767,candles,beeswax candles
Candle Holders (for Taper Candles),1500.0,https://beeluxxcandles.com//collections/luxury-beeswax-candles/products/candle-holder-for-taper-candles,"Set of Three Coloured Glass Candle Holders
Choose from a variety of shapes and colours to suit your personal style and preferences!


ï»¿Candle Care & Advice
Only burn candles for 2-3 hours each lighting, to avoid dripping and ensure an even burn. Always burn candles safely - see full candle safety adviceÂ here. Always trim the wick(s) to 1cmÂ every 4 hours of candle burn time,Â to avoid smoking. Always re-centre the wick(s) after each burn.


Benefits Of Beeswax

Beeswax has manyÂ benefits.Â It gives aÂ pure clean burn and the candle flames light spectrumÂ is similar to the Sun's rays! ItÂ also is the only candle wax with the ability toÂ purify the airÂ of dust and other pollutants by releasing negative ions! Negative ionsÂ have also been proven toÂ improve mood!


View ourÂ completeÂ luxury beeswax candle collection",//beeluxxcandles.com/cdn/shop/files/IMG-0361_29516797-9c79-4697-8e52-e5257e948459_720x.heic?v=1706557552,candles,beeswax candles
Caramelised Pear & Ice Cream | Autumn Scents Collection,4500.0,https://beeluxxcandles.com//collections/luxury-beeswax-candles/products/caramelised-pear-ice-cream-autumn-scents-collection,"The White Gloss Vogue Candle
Simple, elegant and opulent.
This 13oz beeswax candle will fill your home with 45+ hours of luxurious fragrance while showcasing sleek, beautiful style. The perfect candle for enhancing your relaxation time!



- Burn Time: 45+ hours
- Scent Throw: Medium-Large Room
- Size : H: 10.5mm Ã:9.5mmÂ Â | Wax: 13oz/400mls
- Pure cotton wicks
- View ourÂ completeÂ luxury beeswax candle collection





Candle Care & Advice
Always burn candles for 2-4 hours each lighting, to avoid tunnelling and ensure an even burn.Â Always burn candles safely - see full candle safety adviceÂ here. Always trim the wick(s) to 0.5cmÂ every 4 hours of candle burn time,Â to avoid smoking. Always re-centre the wick(s) after each burn.


Benefits Of Beeswax

Beeswax has so many benefits. Beeswax has so many benefits. Beeswax is the most sustainable, renewable and eco-friendly candle wax - unlike other waxes it requires no pesticides, deforestation or processing to convert into a wax! It's all natural, organic and gives a pure and longer burn with a candle flame with the light spectrum is similar to the Sun! It also is the only candle wax that able to purify the air of dust and other pollutants by releasing negative ions! Negative ions have also been proven to improve mood!




Refills
WeÂ also offer refills, saving you up to 50% in cost and making it a completely zero-waste product! Simply select the refill option above to get a new refill in a new each month- each scent is inspired by the month and season!",//beeluxxcandles.com/cdn/shop/files/IMG-1825_99b27256-21c5-4eec-a78b-49809ccb7530_720x.jpg?v=1693687958,candles,beeswax candles
Christmas Candle | Alpine Fir | 13oz Vogue Boutique Vessel,6000.0,https://beeluxxcandles.com//collections/luxury-beeswax-candles/products/christmas-candle-alpine-fir-13oz-luxe-vogue-vessel,"Fill your home with the evergreen mountain peakÂ scent of sweet Alpine Fir with this complex layered pure essential oil scent!Â 

Also a heart warming luxury gift to give to someone special, who appreciates natural luxury and eco-friendly products!
Our beautiful Vogue BoutiqueÂ with glossy white vessel, truly compliments the golden glow of the beeswax flame, giving that cosy hygge feeling to yourÂ home dÃ©cor, as a chic statement piece.


Luxury individually hand-poured pure beeswax candles, with natural essential oils.
Â Gift Ready - Boxed with red festive bow and blank gift tag for your personal message!

- Burn Time: 45-55 hours

- Scent Throw: Strong/LargeÂ Room
- H: 105mm Ã: 95mmÂ Â | Wax amount approx.: 500ml / 13oz
- Pure Cotton wicks
-Â 100% natural candle
- Clean burn and non-toxic. Free from parabens,Â phthalates, CLP compliant and safety tested
- View ourÂ completeÂ luxury beeswax candle collection



Candle Care & Advice
Always burn candles for 2-4 hours each lighting, to avoid tunnelling and ensure an even burn.Â Always burn candles safely - see full candle safety adviceÂ here. Always trim the wick(s) to 0.5cmÂ every 4 hours of candle burn time,Â to avoid smoking. Always re-centre the wick(s) after each burn.


Benefits Of Beeswax

Beeswax has so many benefits. Beeswax has so many benefits. Beeswax is the most sustainable, renewable and eco-friendly candle wax - unlike other waxes it requires no pesticides, deforestation or processing to convert into a wax! It's all natural, organic and gives a pure and longer burn with a candle flame with the light spectrum is similar to the Sun! It also is the only candle wax that able to purify the air of dust and other pollutants by releasing negative ions! Negative ions have also been proven to improve mood! The Egyptians believed beeswax to be magical and beeswax candles widely used in Religious and Spiritual ceremony!Â 



Refills
We offer refills!!!!, saving you up to 50% in cost and making it a completely zero-waste product! Simply select the refill option above to get a new refill in a new each month- each scent is inspired by the month and season!",//beeluxxcandles.com/cdn/shop/products/IMG-3493_720x.jpg?v=1670944548,candles,beeswax candles
Christmas Candle | Alpine Fir | 2.5oz Votive Vessel,1800.0,https://beeluxxcandles.com//collections/luxury-beeswax-candles/products/christmas-candle-alpine-fir-2-5oz-votive-vessel,"Fill your home with the evergreen mountain peakÂ scent of sweet Alpine Fir with this complex layered pure essential oil scent!Â 

Also a heart warming luxury gift to give to someone special, who appreciates natural luxury products!
Our beautifulÂ votive white vessel, truly compliments the golden glow of the beeswax flame, giving that hygge feeling to yourÂ home dÃ©cor as a statement piece.

â
Luxury individually hand-poured pure beeswax candles, with natural essential oils.
Â Gift Ready - Boxed with red festive bow and blank gift tag for your personal message!

- Burn Time: 20 hours+ each candleÂ 
- Scent Throw: Small/Medium Room
- Size : 70ml | H: 75mm Ã:55mmÂ Â | Wax: 2.5oz.
- Pure cotton wicks
- View ourÂ completeÂ luxury beeswax candle collection here



Candle Care & Advice
Always burn candles for 2-4 hours each lighting, to avoid tunnelling and ensure an even burn.Â Always burn candles safely - see full candle safety adviceÂ here. Always trim the wick(s) to 0.5cmÂ every 4 hours of candle burn time,Â to avoid smoking. Always re-centre the wick(s) after each burn.


Benefits Of Beeswax

Beeswax has so many benefits. Beeswax has so many benefits. Beeswax is the most sustainable, renewable and eco-friendly candle wax - unlike other waxes it requires no pesticides, deforestation or processing to convert into a wax! It's all natural, organic and gives a pure and longer burn with a candle flame with the light spectrum is similar to the Sun! It also is the only candle wax that able to purify the air of dust and other pollutants by releasing negative ions! Negative ions have also been proven to improve mood! The Egyptians believed beeswax to be magical and beeswax candles widely used in Religious and Spiritual ceremony!Â 

Refills
We offer refills!!!!, saving you up to 50% in cost and making it a completely zero-waste product! Simply select the refill option above to get a new refill in a new each month- each scent is inspired by the month and season!",//beeluxxcandles.com/cdn/shop/products/20210818_125421_b64da790-c1aa-40dc-886a-48240e541bb4_720x.jpg?v=1673535509,candles,beeswax candles
Christmas Candle | Joyeux Noel | 13oz Vogue Boutique Vessel,6000.0,https://beeluxxcandles.com//collections/luxury-beeswax-candles/products/christmas-candle-joyeux-noel-13oz-vogue-boutique-vessel,"Fill your home with this welcoming, classic and festive scent this Christmas! Joyeux Noel is aÂ complex layered pure essential oil scent that feels like aÂ bigÂ warm hug!
Also a heart warming luxury gift to give to someone special, who appreciates natural luxury and eco-friendly products!
Our beautiful Vogue BoutiqueÂ with glossy white vessel, truly compliments the golden glow of the beeswax flame, giving that cosy hygge feeling to yourÂ home dÃ©cor, as a chic statement piece.

Luxury individually hand-poured pure beeswax candles, with natural essential oils.
Â Gift Ready - Boxed with red festive bow and blank gift tag for your personal message!

- Burn Time: 45-55 hours

- Scent Throw: Strong/LargeÂ Room
- H: 105mm, Ã: 95mmÂ Â | Wax amount approx.: 500ml / 13oz
- Pure Cotton wicks
-Â 100% natural candle
- Clean burn and non-toxic. Free from parabens,Â phthalates, CLP compliant and safety tested
- View ourÂ completeÂ luxury beeswax candle collection



Candle Care & Advice
Always burn candles for 2-4 hours each lighting, to avoid tunnelling and ensure an even burn.Â Always burn candles safely - see full candle safety adviceÂ here. Always trim the wicks to 0.5cmÂ every 4 hours of candle burn time,Â to avoid smoking. Always re-centre the wick(s) after each burn.


Benefits Of Beeswax

Beeswax has so many benefits. Beeswax has so many benefits. Beeswax is the most sustainable, renewable and eco-friendly candle wax - unlike other waxes it requires no pesticides, deforestation or processing to convert into a wax! It's all natural, organic and gives a pure and longer burn with a candle flame with the light spectrum is similar to the Sun! It also is the only candle wax that able to purify the air of dust and other pollutants by releasing negative ions! Negative ions have also been proven to improve mood! The Egyptians believed beeswax to be magical and beeswax candles widely used in Religious and Spiritual ceremony!Â 



Refills
We offer refills!!!!, saving you up to 50% in cost and making it a completely zero-waste product! Simply select the refill option above to get a new refill in a new each month- each scent is inspired by the month and season!",//beeluxxcandles.com/cdn/shop/products/IMG-3487_720x.jpg?v=1670944620,candles,beeswax candles
Christmas Candle | Joyeux Noel | 2.5oz Votive Vessel,1800.0,https://beeluxxcandles.com//collections/luxury-beeswax-candles/products/christmas-candle-joyeux-noel-2-5oz-votive-vessel,"Fill your home with a welcoming, classic and festive scent this Christmas! Joyeux Noel is aÂ complex layered pure essential oil scent that feels like aÂ big loving hug!
Also a heart warming luxury gift to give to someone special, who appreciates natural luxury and eco-friendly products!
Our beautiful 2.5oz white vessel, truly compliments the golden glow of the beeswax flame, giving that hygge feeling to yourÂ home dÃ©cor as a statement piece.

Luxury individually hand-poured pure beeswax candles, with natural essential oils.
Â Gift Ready - Boxed with red festive bow and blank gift tag for your personal message!

- Burn Time: 20 hours+ each candleÂ 
- Scent Throw: Small/Medium Room
- H: 75mm Ã:55mmÂ Â | Wax: 75ml / 2.5oz.
- Pure Cotton wicks
-Â 100% natural candle
- Clean burn and non-toxic. Free from parabens,Â phthalates, CLP compliant and safety tested


Candle Care & Advice
Always burn candles for 2-4 hours each lighting, to avoid tunnelling and ensure an even burn.Â Always burn candles safely - see full candle safety adviceÂ here. Always trim the wick(s) to 0.5cmÂ every 4 hours of candle burn time,Â to avoid smoking. Always re-centre the wick(s) after each burn.


Benefits Of Beeswax

Beeswax has so many benefits. Beeswax has so many benefits. Beeswax is the most sustainable, renewable and eco-friendly candle wax - unlike other waxes it requires no pesticides, deforestation or processing to convert into a wax! It's all natural, organic and gives a pure and longer burn with a candle flame with the light spectrum is similar to the Sun! It also is the only candle wax that able to purify the air of dust and other pollutants by releasing negative ions! Negative ions have also been proven to improve mood! The Egyptians believed beeswax to be magical and beeswax candles widely used in Religious and Spiritual ceremony!Â 

Refills
We offer refills!!!!, saving you up to 50% in cost and making it a completely zero-waste product! Simply select the refill option above to get a new refill in a new each month- each scent is inspired by the month and season!",//beeluxxcandles.com/cdn/shop/products/20210818_125421_75513403-460a-441e-976b-566a6ac79b77_720x.jpg?v=1668868047,candles,beeswax candles
Christmas Candle | Joyeux Noel | 25oz Large Luxe Classic Vessel,7500.0,https://beeluxxcandles.com//collections/luxury-beeswax-candles/products/luxury-essential-oil-25oz-beeswax-candle,"Fill your home with a welcoming, classic and festive scent this Christmas! Joyeux Noel is aÂ complex layered pure essential oil scent that feels like aÂ bigÂ warmÂ hug!
Also a heart warming luxury gift to give to someone special, who appreciates natural luxury and eco-friendly products!
The beautiful electroplated gold vessel, internal silver lining and golden glow of the beeswax flame, make a gorgeous hygge home dÃ©cor statement piece!Â 



Â 
Luxury individually hand-poured pure beeswax candles, with natural essential oils.
Â Gift Ready - Boxed with red festive bow and blank gift tag for your personal message!

- Burn Time: 40-60 hours

- Scent Throw: Strong/LargeÂ Room
- 105mm, Ã: 95mmÂ Â | Wax amount approx.: 500ml / 13oz
- Pure Cotton wicks
-Â 100% natural candle
- Clean burn and non-toxic. Free from parabens,Â phthalates, CLP compliant and safety tested
- View ourÂ completeÂ luxury beeswax candle collection



Candle Care & Advice
Always burn candles for 2-4 hours each lighting, to avoid tunnelling and ensure an even burn.Â Always burn candles safely - see full candle safety adviceÂ here. Always trim the wick(s) to 0.5cmÂ every 4 hours of candle burn time,Â to avoid smoking. Always re-centre the wick(s) after each burn.


Benefits Of Beeswax

Beeswax has so many benefits. Beeswax has so many benefits. Beeswax is the most sustainable, renewable and eco-friendly candle wax - unlike other waxes it requires no pesticides, deforestation or processing to convert into a wax! It's all natural, organic and gives a pure and longer burn with a candle flame with the light spectrum is similar to the Sun! It also is the only candle wax that able to purify the air of dust and other pollutants by releasing negative ions! Negative ions have also been proven to improve mood! The Egyptians believed beeswax to be magical and beeswax candles widely used in Catholic Religious and Spiritual ceremony!Â 




Refills

Â 
We offer refills!!!!, saving you up to 50% in cost and making it a completely zero-waste product! Simply select the refill option above to get a new refill in a new each month- each scent is inspired by the month and season!",//beeluxxcandles.com/cdn/shop/products/IMG-3501_b50a32a7-4e48-46bb-87a6-d0e1c5d4f9d5_720x.jpg?v=1670510556,candles,beeswax candles
Christmas Candle | Spirit | 2.5oz Votive Vessel,1800.0,https://beeluxxcandles.com//collections/luxury-beeswax-candles/products/christmas-candle-spirit-2-5oz-votive-vessel,"Fill your home with a welcoming, classic and festive scent this Christmas! SpiritÂ is aÂ sophisticatedÂ ethereal pure essential oil scent blendÂ of Frankincense & Myrrh!
Also a heart warming luxury gift to give to someone special, who appreciates natural luxury and eco-friendly products!
Our beautiful 2.5oz white vessel, truly compliments the golden glow of the beeswax flame, giving that hygge feeling to yourÂ home dÃ©cor as a statement piece.

Luxury individually hand-poured pure beeswax candles, with natural essential oils.
Â Gift Ready - Boxed with red festive bow and blank gift tag for your personal message!

- Burn Time: 20 hours+ each candleÂ 
- Scent Throw: Small/Medium Room
- H: 75mm Ã:55mmÂ Â | Wax: 75ml / 2.5oz.
- Pure Cotton wicks
-Â 100% natural candle
- Clean burn and non-toxic. Free from parabens,Â phthalates, CLP compliant and safety tested


Candle Care & Advice
Always burn candles for 2-4 hours each lighting, to avoid tunnelling and ensure an even burn.Â Always burn candles safely - see full candle safety adviceÂ here. Always trim the wick(s) to 0.5cmÂ every 4 hours of candle burn time,Â to avoid smoking. Always re-centre the wick(s) after each burn.


Benefits Of Beeswax

Beeswax has so many benefits. Beeswax has so many benefits. Beeswax is the most sustainable, renewable and eco-friendly candle wax - unlike other waxes it requires no pesticides, deforestation or processing to convert into a wax! It's all natural, organic and gives a pure and longer burn with a candle flame with the light spectrum is similar to the Sun! It also is the only candle wax that able to purify the air of dust and other pollutants by releasing negative ions! Negative ions have also been proven to improve mood! The Egyptians believed beeswax to be magical and beeswax candles widely used in Religious and Spiritual ceremony!Â 


Refills
We offer refills!!!!, saving you up to 50% in cost and making it a completely zero-waste product! Simply select the refill option above to get a new refill in a new each month- each scent is inspired by the month and season!",//beeluxxcandles.com/cdn/shop/files/20210818_125421_cfb70a93-780e-4d80-94e8-c723949855f5_720x.jpg?v=1699651307,candles,beeswax candles
Christmas Pillar Candle Set,2500.0,https://beeluxxcandles.com//collections/luxury-beeswax-candles/products/christmas-pillar-candle-set,"Set of 2 Aesthetic Pillar Candles
The Christmas Pillar Candle Set, decorated in a festive red bow. Great for gifting.Â 
Pure beeswax has a subtle sweet honey-like aromatic scent and when burned as a candle it releases aÂ light and soft, cosy, honey like scent. Great for meditation and has been known to cleanse the air and addingÂ a golden glow of tranquillity to your space.
Â 
- Burn Time: Tall candle 20+ hours, Smaller candle 15+ hours
- Scent Throw: Subtle, Small Room
- Size: H: 100mm Ã:48mm & H: 75mmÂ Ã:48mm
- Pure cotton wicks
- View ourÂ completeÂ luxury beeswax candle collection



Candle Care & Advice
Only burn candle for 2-3 hours each lighting, to avoid dripping and ensure an even burn. Always burn candles safely - see full candle safety adviceÂ here. Always trim the wick(s) to 1cmÂ every 4 hours of candle burn time,Â to avoid smoking. Always re-centre the wick(s) after each burn.


Benefits Of Beeswax

Beeswax has manyÂ benefits.Â It gives aÂ pure clean burn and the candle flames light spectrumÂ is similar to the Sun's rays! ItÂ also is the only candle wax with the ability toÂ purify the airÂ of dust and other pollutants by releasing negative ions! Negative ionsÂ have also been proven toÂ improve mood! The Egyptians believedÂ beeswax to be magical and it's widely used in Religious and Spiritual ceremony!",//beeluxxcandles.com/cdn/shop/products/IMG-0685_720x.jpg?v=1667041018,candles,beeswax candles
